id	target
519130	0.1594891745651218
234045	0.07250568074162655
401256	0.06998653791047649
551070	0.08843575918448965
367285	0.07149356885493074
497998	0.07149356885493074
413082	0.10141017534022156
349893	0.07149356885493074
346337	0.15813936706556497
289979	0.07031357180948805
510818	0.15046475571177698
235935	0.10329297467395471
532135	0.26615713436315325
564760	0.07465882505758259
277391	0.14932744832500944
336830	0.27747013258576014
356053	0.06998653791047649
293302	0.10895653665836569
322368	0.07083807348015303
406041	0.06998653791047649
569179	0.08235175257093585
191405	0.07340318101589693
489011	0.07149356885493074
265952	0.1992595288827429
193718	0.09222209603783149
241961	0.12213402880601942
522250	0.14521204030928925
486617	0.23266524002010702
563039	0.0990252123770341
362649	0.06998653791047649
339305	0.36996963260870985
263778	0.14321520046037495
224013	0.08757373486986209
454138	0.12928853349593572
459664	0.35539741262066094
380168	0.07149356885493074
442263	0.08119495854753322
564916	0.22414805711566022
552664	0.19268483535230685
375516	0.09575702770599259
259397	0.0767002605457543
467064	0.13563038123652416
202064	0.14621755144513704
431603	0.07177698072914429
540647	0.4188111606503173
435816	0.0781215045676078
501826	0.06998653791047649
282874	0.07912833514491469
491298	0.08145238430891344
343207	0.23327585396923578
247970	0.11918994360383472
378911	0.07522371531054273
183596	0.1320806829054163
203517	0.21022379805089442
391872	0.08594008998292646
442383	0.07083807348015303
271895	0.15369801386457638
343358	0.07221063945401662
378462	0.18213714850988816
378961	0.07390346888994104
382273	0.16059314017590642
196833	0.19857430596184977
342913	0.2699175768317933
192035	0.08800050814530869
404547	0.1059935573886267
562742	0.10329297467395471
240736	0.07469964101157767
436997	0.07154907617294748
575372	0.0736864678081891
266796	0.0706896439663589
357881	0.0706896439663589
566114	0.07254901082605747
245887	0.08925653181049498
390833	0.06998653791047649
200478	0.09947706905345188
430776	0.12833611591953364
313582	0.12063604785410131
551951	0.06998653791047649
160715	0.07063854433711492
216636	0.10390637927110846
277860	0.07069475776868028
213799	0.41862787435832494
194198	0.08257749460593677
458754	0.1306207234568577
252774	0.4382148645624846
432242	0.08031612315051029
453661	0.09783800514999097
404340	0.20130072783631237
450511	0.07149356885493074
342654	0.0706896439663589
491618	0.10798492121643744
507637	0.1567056346965171
148492	0.11026271217903905
257402	0.07114602252525826
478083	0.11777087100486239
196865	0.24944506033565916
561449	0.06998653791047649
503440	0.06998653791047649
388931	0.06998653791047649
277533	0.07221063945401662
565485	0.07031357180948805
487646	0.06993590828836971
353982	0.07390346888994104
563991	0.15955658932837802
559959	0.09781550105890313
369250	0.10786160088068675
152339	0.1671950447438244
543473	0.0706896439663589
554140	0.17851711797994596
507895	0.07250568074162655
437055	0.20791188137234673
490329	0.13004192807542914
157791	0.07154907617294748
541068	0.2586231766055418
494336	0.06998653791047649
301032	0.12570608189978383
220668	0.09194608118287717
273520	0.17891992716377403
337028	0.07974619527845062
382313	0.09930741863409231
459676	0.23105376874639072
362850	0.08112588581435753
242251	0.08075293111579285
589665	0.09926445278331597
501748	0.12489072477412666
543682	0.07295016163222967
569618	0.12007561280924905
227436	0.1380123332246036
395035	0.12597983214024933
381676	0.18213714850988816
389346	0.07563606995994232
310208	0.07254725545198082
284283	0.16429406348872666
474817	0.16990554802029245
341704	0.09701041080216344
175291	0.06998653791047649
213503	0.11915437172856869
443460	0.3670615067805386
475423	0.07273308707922399
432541	0.06998653791047649
265378	0.06998653791047649
359758	0.08075293111579285
166339	0.09701041080216344
559607	0.2784449658008653
439064	0.17809245277719954
564243	0.14923181518441675
283124	0.15690229986589754
324991	0.0766606076708426
277839	0.15757602733779696
562618	0.22321810889960159
288035	0.06998653791047649
167025	0.07101971245429917
468854	0.06998653791047649
198237	0.06998653791047649
559817	0.07031357180948805
490131	0.08036432919920888
299534	0.06998653791047649
270124	0.22755874750183902
547457	0.0706896439663589
550631	0.14126481058893758
348412	0.07655210972499393
183842	0.14412054133229857
309129	0.07323210203773656
499649	0.0706896439663589
312250	0.10449112764356416
385084	0.20060818720311357
452950	0.08615522930060904
239203	0.305080079874929
229436	0.07101971245429917
426046	0.07666957113770367
499285	0.07254725545198082
513259	0.06998653791047649
405095	0.12597983214024933
263847	0.4168744880562789
455177	0.07340318101589693
404983	0.13033107726734472
414195	0.10082570493647258
274077	0.14923181518441675
527710	0.06998653791047649
559487	0.07465882505758259
521929	0.07221063945401662
558381	0.11741060170741369
487404	0.22517961410876985
419384	0.30473176008220304
569001	0.2683226848107715
254337	0.08800050814530869
564152	0.10686760738003986
336536	0.11918994360383472
402303	0.07221063945401662
512293	0.14923181518441675
213842	0.0789615064543725
296873	0.099152335911327
588719	0.11307227008674359
179128	0.0724376446473276
314847	0.0706896439663589
494129	0.07149356885493074
434704	0.10273557946371326
472292	0.14734788537442844
335455	0.14576103346538027
171457	0.0748821082272374
484261	0.12921906192864596
240222	0.07557323292082962
577414	0.0706896439663589
259778	0.28211688812617586
508086	0.07149356885493074
361955	0.19148677440248707
572299	0.09383419298837403
364512	0.09032934429034578
553480	0.21523408140677192
213864	0.17527767620932244
262162	0.1152846711144524
153013	0.08295308370516796
535460	0.3332874875529933
579005	0.11741060170741369
461330	0.15125380521090137
529662	0.07390346888994104
356202	0.13430538999548547
452470	0.07323210203773656
270126	0.13251193221143398
245794	0.06998653791047649
160257	0.09102613355049471
458364	0.20993573107463726
203342	0.2091339021457025
559455	0.20609275706418373
287452	0.06998653791047649
454939	0.0706896439663589
377827	0.07149356885493074
253432	0.06998653791047649
453969	0.07250052204171131
312906	0.06998653791047649
427066	0.0706896439663589
465614	0.08193104231968495
516533	0.07655210972499393
338592	0.07182710094991762
563264	0.13603635742953002
560537	0.07381153518669059
441042	0.07149356885493074
416306	0.07990737511819357
198025	0.14882571356684304
394528	0.07149356885493074
351779	0.07221063945401662
190561	0.13156126140562696
491076	0.09777945096049057
444631	0.07031357180948805
168345	0.07357310207531464
201515	0.13620805359963373
452912	0.1253416933103464
258486	0.16515124269832626
590262	0.06998653791047649
241240	0.07083807348015303
307473	0.07585892355973956
378554	0.07074589496697337
175766	0.0706896439663589
150991	0.07209958629058033
275797	0.15479543820544428
241427	0.08386665670462534
369568	0.24228058562034105
242005	0.19418971307918198
298850	0.07031357180948805
286652	0.07284356411579762
439096	0.1669364128790064
477314	0.121858317171599
420217	0.10212203322319757
563839	0.2764031729954176
374775	0.16755630048389325
243493	0.1358561508910695
239385	0.0737035931090182
280361	0.12937573651650047
474790	0.1386459807495959
542649	0.12071595596616924
447062	0.2358431796440884
573568	0.2514774633400748
291335	0.06998653791047649
458231	0.0946386944528862
234576	0.1822094125214918
198172	0.12833611591953364
514469	0.06998653791047649
475131	0.19404789378286968
358937	0.14401897676585607
499412	0.23762283768308257
360568	0.11741060170741369
264343	0.2134598020944286
370572	0.07254725545198082
509201	0.1267592814552333
176808	0.14401501977922826
391772	0.14727049500283917
165789	0.07708393830267812
312049	0.10690944291592597
383949	0.11915437172856869
558741	0.08678851354451722
381167	0.1528508504471322
384255	0.07221063945401662
281146	0.07076770730412363
324261	0.12007561280924905
329728	0.21263216528825835
526646	0.2583004885796989
382431	0.09947706905345188
160338	0.07221063945401662
529142	0.16515124269832626
361800	0.12007561280924905
367242	0.1046885965718547
204045	0.07221063945401662
201061	0.06998653791047649
230981	0.1284203796214728
456142	0.07221063945401662
430913	0.19443404608859294
344599	0.1934753450026504
268132	0.07182710094991762
569234	0.16481244422988117
365546	0.16515124269832626
311155	0.1315343852704105
559124	0.13896777001047866
372210	0.07702524719088188
394363	0.07101971245429917
391553	0.07250568074162655
237103	0.07433931161919105
192948	0.18047372058860678
174681	0.07413787545131234
499791	0.0840941925518992
341171	0.07145604361391933
235996	0.08568068442968135
482359	0.08155471465426634
455283	0.07680853320045689
332856	0.06998653791047649
222006	0.2902745765097874
398330	0.07597513745158913
265267	0.07114602252525826
577366	0.09455238689215606
375854	0.0781215045676078
221307	0.07295589425773452
235805	0.07101971245429917
148573	0.0706896439663589
519244	0.08806103095702389
294146	0.0706896439663589
368952	0.17018820803982226
589725	0.09536939552906198
167039	0.15257909913772516
586937	0.08757373486986209
310573	0.09677601925608348
442082	0.14774421042302366
294173	0.10230128178558995
236501	0.09927967233316182
178224	0.07043872122020756
192336	0.08075293111579285
